"client_ip","client_port","server_ip","server_port","packets","bytes","packets_cli_to_srv","bytes_cli_to_srv","packets_srv_to_cli","bytes_srv_to_cli","start_time","duration","bits/s_cli_to_srv","bits/s_srv_to_cli"
"192.168.11.9",61426,"192.168.11.3",5355,1,106,0,0,1,106,546.126419,0,0,0
"192.168.11.9",61427,"192.168.10.7",161,1,88,1,88,0,0,547.5929,0,0,0
"192.168.11.9",59839,"192.168.11.1",53,2,638,1,90,1,548,548.123926,0.02232400000002599,32252.28453678381,196380.57695730586
"192.168.11.9",56957,"192.168.11.1",53,2,421,1,75,1,346,548.692077,0.02257299999996576,26580.427944930234,122624.37425261147
"192.168.11.9",55511,"192.168.11.1",53,3,694,2,182,1,512,548.765131,0.0399529999999686,36442.82031389744,102520.4615423928
"192.168.11.9",50955,"192.168.11.1",53,2,446,1,79,1,367,549.105299,0.024241000000074564,26071.531702407327,121117.11563017074
"192.168.11.9",58676,"224.0.0.252",5355,1,75,1,75,0,0,549.191995,0,0,0
"192.168.11.9",65125,"224.0.0.252",5355,2,150,2,150,0,0,549.193427,0.41113499999994474,2918.7493159185215,0
"192.168.11.9",58904,"192.168.11.3",161,2,286,1,128,1,158,549.196784,0.010098999999968328,101396.17783970803,125160.9070208896
"192.168.11.9",57887,"224.0.0.252",5355,1,75,1,75,0,0,549.213312,0,0,0
"192.168.11.9",57888,"192.168.11.3",161,2,303,1,93,1,210,549.216076,0.01015899999993053,73235.55468107961,165370.6073443733
"192.168.11.9",58676,"192.168.11.3",5355,1,106,0,0,1,106,549.316085,0,0,0
"192.168.11.9",57887,"192.168.11.3",5355,1,106,0,0,1,106,549.316086,0,0,0
"192.168.11.9",57889,"192.168.10.7",161,1,88,1,88,0,0,549.593427,0,0,0
"192.168.11.9",51469,"224.0.0.252",5355,2,150,2,150,0,0,551.549136,0.41053199999998924,2923.0364502646116,0
"192.168.11.9",65429,"192.168.10.7",161,1,578,1,578,0,0,551.595254,0,0,0
"192.168.11.9",53740,"224.0.0.252",5355,2,150,2,150,0,0,553.914897,0.41095900000004804,2919.999318666484,0
"192.168.11.9",61008,"192.168.10.7",161,1,578,1,578,0,0,554.59647,0,0,0
"192.168.11.9",59998,"224.0.0.252",5355,2,150,2,150,0,0,556.273958,0.409987000000001,2926.9220731388973,0
"192.168.11.9",60120,"224.0.0.252",5355,2,150,2,150,0,0,557.543588,0.41007999999999356,2926.258291065204,0
"192.168.11.9",52725,"224.0.0.252",5355,2,150,2,150,0,0,558.633848,0.4109680000000253,2919.935372096918,0
"192.168.11.9",55589,"239.255.255.250",3702,42,29316,42,29316,0,0,559.714752,1247.421761,188.01018815960833,0
"192.168.11.9",60152,"224.0.0.252",5355,2,150,2,150,0,0,559.79929,0.40970999999990454,2928.9009299267277,0
"192.168.11.9",52472,"224.0.0.252",5355,2,150,2,150,0,0,560.989856,0.41022899999995843,2925.195439620606,0
"192.168.11.9",56116,"192.168.11.3",161,2,177,1,88,1,89,575.973306,0.0049750000000585715,0,0
"192.168.11.9",56117,"192.168.11.3",161,2,179,1,89,1,90,575.978956,0.004864999999995234,0,0
"192.168.11.9",56118,"192.168.11.3",161,2,1156,1,578,1,578,575.98448,0.20943099999999504,22078.870845290858,22078.870845290858
"192.168.11.9",64954,"224.0.0.252",5355,1,75,1,75,0,0,576.247953,0,0,0
"192.168.11.9",51849,"224.0.0.252",5355,1,75,1,75,0,0,576.252535,0,0,0
"192.168.11.9",64954,"192.168.11.3",5355,1,106,0,0,1,106,576.335253,0,0,0
"192.168.11.9",51849,"192.168.11.3",5355,1,106,0,0,1,106,576.336309,0,0,0
"192.168.11.9",61512,"224.0.0.252",5355,1,75,1,75,0,0,579.193764,0,0,0
"192.168.11.9",61513,"192.168.11.3",161,2,286,1,128,1,158,579.194437,0.008156999999982872,125536.34914823466,154958.93097985216
"192.168.11.9",65272,"224.0.0.252",5355,2,150,2,150,0,0,579.194758,0.41098299999998744,2919.8288007047413,0
"192.168.11.9",51653,"224.0.0.252",5355,1,75,1,75,0,0,579.205281,0,0,0
"192.168.11.9",51654,"192.168.11.3",161,2,303,1,93,1,210,579.205868,0.011259999999992942,66074.6003552812,149200.71047966724
"192.168.11.9",61512,"192.168.11.3",5355,1,106,0,0,1,106,579.313497,0,0,0
"192.168.11.9",51653,"192.168.11.3",5355,1,106,0,0,1,106,579.313498,0,0,0
"192.168.11.9",62813,"224.0.0.252",5355,2,150,2,150,0,0,581.550991,0.41090300000007574,2920.3972713749445,0
"192.168.11.9",55340,"224.0.0.252",5355,2,150,2,150,0,0,583.90652,0.4105929999999489,2922.602187568101,0
"192.168.11.9",58923,"224.0.0.252",5355,2,150,2,150,0,0,586.261625,0.41102200000000266,2919.551751487736,0
"192.168.11.9",49312,"224.0.0.252",5355,2,150,2,150,0,0,587.051849,0.41268300000001545,2907.8009028720717,0
"192.168.11.9",53041,"224.0.0.252",5355,2,150,2,150,0,0,587.052392,0.4121469999998908,2911.5825178888067,0
"192.168.11.9",53857,"239.255.255.250",1900,4,864,4,864,0,0,588.395575,3.0022219999999606,2302.2947670092653,0
"192.168.11.9",56837,"224.0.0.252",5355,2,150,2,150,0,0,588.618336,0.4108459999999923,2920.8024417908964,0
"192.168.11.9",50463,"224.0.0.252",5355,2,150,2,150,0,0,590.971777,0.4141990000000533,2897.1581293046233,0
"192.168.11.9",62909,"224.0.0.252",5355,2,150,2,150,0,0,592.063503,0.41055900000003476,2922.8442197099525,0
"192.168.11.9",56109,"224.0.0.252",5355,2,150,2,150,0,0,594.319153,0.41089399999998477,2920.4612381783245,0
"192.168.11.9",60442,"224.0.0.252",5355,1,75,1,75,0,0,606.258429,0,0,0
"192.168.11.9",59937,"224.0.0.252",5355,1,75,1,75,0,0,606.262464,0,0,0
"192.168.11.9",60442,"192.168.11.3",5355,1,106,0,0,1,106,606.338018,0,0,0
"192.168.11.9",59937,"192.168.11.3",5355,1,106,0,0,1,106,606.338018,0,0,0
"192.168.11.9",50253,"224.0.0.252",5355,2,150,2,150,0,0,609.201322,0.40998500000000604,2926.9363513298836,0
"192.168.11.9",52473,"224.0.0.252",5355,1,75,1,75,0,0,609.211211,0,0,0
"192.168.11.9",52474,"192.168.11.3",161,2,286,1,128,1,158,609.212015,0.007878000000005159,129982.22899204487,160446.8139120554
"192.168.11.9",64992,"224.0.0.252",5355,1,75,1,75,0,0,609.228444,0,0,0
"192.168.11.9",64993,"192.168.11.3",161,2,303,1,93,1,210,609.237509,0.01220699999998942,60948.63602856106,137625.95232255722
"192.168.11.9",52473,"192.168.11.3",5355,1,106,0,0,1,106,609.317279,0,0,0
"192.168.11.9",64992,"192.168.11.3",5355,1,106,0,0,1,106,609.31842,0,0,0
"192.168.11.9",55517,"224.0.0.252",5355,2,150,2,150,0,0,611.56529,0.412213999999949,2911.1092781908146,0
"192.168.11.9",49758,"224.0.0.252",5355,2,150,2,150,0,0,613.922075,0.4106210000001056,2922.402897074654,0
"192.168.11.9",60174,"224.0.0.252",5355,2,150,2,150,0,0,616.278924,0.41098299999998744,2919.8288007047413,0
"192.168.11.9",60661,"192.168.10.7",161,1,88,1,88,0,0,616.62954,0,0,0
"192.168.11.9",60662,"192.168.10.7",161,1,88,1,88,0,0,618.63011,0,0,0
"192.168.11.9",56662,"224.0.0.252",5355,2,150,2,150,0,0,618.637636,0.41113399999994726,2918.756415183745,0
"192.168.11.9",58573,"192.168.10.7",161,1,578,1,578,0,0,620.630077,0,0,0
"192.168.11.9",60923,"224.0.0.252",5355,2,150,2,150,0,0,620.993315,0.4098799999999301,2927.686152045,0
"192.168.11.9",49822,"192.168.10.7",161,1,578,1,578,0,0,623.631368,0,0,0
"192.168.11.9",64159,"224.0.0.252",5355,2,150,2,150,0,0,626.585826,0.41068399999994654,2921.9545928260077,0
"192.168.11.9",64769,"224.0.0.252",5355,2,150,2,150,0,0,628.841293,0.41039600000010523,2924.0051072615042,0
"192.168.11.9",50047,"192.168.11.3",161,2,177,1,88,1,89,636.197073,0.0077639999999519205,90674.90984085003,91705.30654358696
"192.168.11.9",50048,"192.168.11.3",161,2,179,1,89,1,90,636.205454,0.005986000000007152,118944.20314051943,120280.65486119942
"192.168.11.9",50049,"192.168.11.3",161,2,1156,1,578,1,578,636.212635,0.20853599999998096,22173.629493231012,22173.629493231012
"192.168.11.9",64230,"224.0.0.252",5355,1,75,1,75,0,0,636.473731,0,0,0
"192.168.11.9",62609,"224.0.0.252",5355,1,75,1,75,0,0,636.476285,0,0,0
"192.168.11.9",64230,"192.168.11.3",5355,1,106,0,0,1,106,636.547165,0,0,0
"192.168.11.9",62609,"192.168.11.3",5355,1,106,0,0,1,106,636.547165,0,0,0
"192.168.11.9",52149,"224.0.0.252",5355,1,75,1,75,0,0,639.187188,0,0,0
"192.168.11.9",49550,"192.168.11.3",161,2,286,1,128,1,158,639.188016,0.012617000000091139,81160.33922426909,100182.29372995716
"192.168.11.9",49549,"224.0.0.252",5355,2,150,2,150,0,0,639.188265,0.410694000000035,2921.8834460690873,0
"192.168.11.9",50270,"224.0.0.252",5355,1,75,1,75,0,0,639.207165,0,0,0
"192.168.11.9",62034,"192.168.11.3",161,2,303,1,93,1,210,639.216991,0.020338000000037937,36581.76811872417,82603.99252615136
"192.168.11.9",52149,"192.168.11.3",5355,1,106,0,0,1,106,639.320234,0,0,0
"192.168.11.9",50270,"192.168.11.3",5355,1,106,0,0,1,106,639.321386,0,0,0
"192.168.11.9",56380,"224.0.0.252",5355,2,150,2,150,0,0,641.566162,0.41213600000003225,2911.6602286621555,0
"192.168.11.9",59435,"224.0.0.252",5355,2,150,2,150,0,0,643.922268,0.41039200000000164,2924.03360689291,0
"192.168.11.9",56753,"224.0.0.252",5355,2,150,2,150,0,0,646.277415,0.4101540000000341,2925.7303354347396,0
"192.168.11.9",64557,"224.0.0.252",5355,2,150,2,150,0,0,648.639714,0.41383699999994406,2899.692390965917,0
"192.168.11.9",64960,"224.0.0.252",5355,2,150,2,150,0,0,649.329309,0.4174840000000586,2874.3616521826743,0
"192.168.11.9",55570,"224.0.0.252",5355,2,150,2,150,0,0,649.329875,0.41667599999993854,2879.9354894454614,0
"192.168.11.9",63878,"224.0.0.252",5355,2,150,2,150,0,0,650.998727,0.4107569999999896,2921.4353011635358,0
"192.168.11.9",50599,"224.0.0.252",5355,2,150,2,150,0,0,661.12232,0.4108520000000908,2920.7597869786073,0
"192.168.11.9",54248,"224.0.0.252",5355,2,150,2,150,0,0,663.377832,0.4119550000000345,2912.9395200929703,0
"192.168.11.9",59671,"224.0.0.252",5355,1,75,1,75,0,0,666.494151,0,0,0
"192.168.11.9",58675,"224.0.0.252",5355,1,75,1,75,0,0,666.510711,0,0,0
"192.168.11.9",59671,"192.168.11.3",5355,1,106,0,0,1,106,666.554111,0,0,0
"192.168.11.9",58675,"192.168.11.3",5355,1,106,0,0,1,106,666.554111,0,0,0
"192.168.11.9",62322,"224.0.0.252",5355,1,75,1,75,0,0,669.194999,0,0,0
"192.168.11.9",62323,"192.168.11.3",161,2,286,1,128,1,158,669.197006,0.008568999999965854,119500.52514926835,147508.4607311281
"192.168.11.9",52424,"224.0.0.252",5355,2,150,2,150,0,0,669.198047,0.41061600000000453,2922.4384826699074,0
"192.168.11.9",53984,"224.0.0.252",5355,1,75,1,75,0,0,669.217384,0,0,0
"192.168.11.9",53985,"192.168.11.3",161,2,303,1,93,1,210,669.218162,0.010142999999970925,73351.07956246995,165631.46997977086
"192.168.11.9",62322,"192.168.11.3",5355,1,106,0,0,1,106,669.320665,0,0,0
"192.168.11.9",53984,"192.168.11.3",5355,1,106,0,0,1,106,669.321944,0,0,0
"192.168.11.9",50904,"224.0.0.252",5355,2,150,2,150,0,0,671.552908,0.41004499999996824,2926.5080661880843,0
"192.168.11.9",61073,"224.0.0.252",5355,2,150,2,150,0,0,673.91404,0.40949799999998504,2930.417242575162,0
"192.168.11.9",63648,"224.0.0.252",5355,2,150,2,150,0,0,676.278463,0.4106289999999717,2922.3459619269042,0
"192.168.11.9",52458,"224.0.0.252",5355,2,150,2,150,0,0,678.635585,0.4104969999999639,2923.285675656839,0
"192.168.11.9",50979,"224.0.0.252",5355,2,150,2,150,0,0,680.991197,0.41012399999999616,2925.944348538518,0
"192.168.11.9",60671,"192.168.10.7",161,1,88,1,88,0,0,685.693307,0,0,0
"192.168.11.9",60672,"192.168.10.7",161,1,88,1,88,0,0,687.694169,0,0,0
"192.168.11.9",60673,"192.168.10.7",161,1,578,1,578,0,0,689.694887,0,0,0
"192.168.11.9",60551,"192.168.11.1",53,2,613,1,75,1,538,690.274362,0.03045499999996082,19701.198489600127,141323.26383206493
"192.168.11.9",60552,"192.168.10.7",161,1,578,1,578,0,0,692.695455,0,0,0
"192.168.11.9",50071,"224.0.0.252",5355,2,150,2,150,0,0,695.655993,0.41021200000000135,2925.316665529034,0
"192.168.11.9",65225,"192.168.11.3",161,2,177,1,88,1,89,696.424223,0.005421000000069398,129865.33849676953,131341.08097968737
"192.168.11.9",65226,"192.168.11.3",161,2,179,1,89,1,90,696.430563,0.005621000000019194,126667.85269481743,128091.0869947592
"192.168.11.9",65227,"192.168.11.3",161,2,1156,1,578,1,578,696.437382,0.2098630000000412,22033.421803743833,22033.421803743833
"192.168.11.9",50080,"224.0.0.252",5355,1,75,1,75,0,0,696.703084,0,0,0
"192.168.11.9",62343,"224.0.0.252",5355,1,75,1,75,0,0,696.708767,0,0,0
"192.168.11.9",50080,"192.168.11.3",5355,1,106,0,0,1,106,696.765599,0,0,0
"192.168.11.9",62343,"192.168.11.3",5355,1,106,0,0,1,106,696.7656,0,0,0
"192.168.11.9",57657,"192.168.11.1",53,2,449,1,89,1,360,697.906077,0.024206000000049244,29414.194827668824,118978.7655950649
"192.168.11.9",55577,"224.0.0.252",5355,2,150,2,150,0,0,697.913676,0.4106889999999339,2921.9190190148583,0
"192.168.11.9",61714,"192.168.11.1",53,2,433,1,81,1,352,697.920147,0.024327999999968597,26635.975008255362,115751.39756673935
"192.168.11.9",54234,"192.168.11.1",53,2,631,1,82,1,549,698.129503,0.024343000000044412,26948.198660756814,180421.47639945723
"192.168.11.9",63124,"192.168.11.1",53,2,562,1,81,1,481,698.23961,0.023651000000086242,27398.41867141504,162699.2516166745
"192.168.11.9",60673,"192.168.11.1",53,2,410,1,86,1,324,698.479067,0.02333699999996952,29481.08154436725,111068.26070203476
"192.168.11.9",57085,"192.168.11.1",53,2,398,1,86,1,312,698.485928,0.025476000000026033,27005.80938920148,97974.5642957077
"192.168.11.9",49853,"224.0.0.252",5355,1,75,1,75,0,0,699.213289,0,0,0
"192.168.11.9",49854,"192.168.11.3",161,2,286,1,128,1,158,699.214656,0.010148999999955777,100896.64006350005,124544.29007838287
"192.168.11.9",61089,"224.0.0.252",5355,2,150,2,150,0,0,699.21656,0.41043999999999414,2923.691647987567,0
"192.168.11.9",64744,"224.0.0.252",5355,1,75,1,75,0,0,699.228548,0,0,0
"192.168.11.9",64745,"192.168.11.3",161,2,303,1,93,1,210,699.229427,0.013427999999976237,55406.61304746177,125111.70688136529
"192.168.11.9",49853,"192.168.11.3",5355,1,106,0,0,1,106,699.321414,0,0,0
"192.168.11.9",64744,"192.168.11.3",5355,1,106,0,0,1,106,699.323346,0,0,0
"192.168.11.9",58072,"192.168.11.1",53,2,403,1,91,1,312,699.777442,0.024204000000054293,30077.673111814864,103123.45066907954
"192.168.11.9",56998,"192.168.11.1",53,4,1146,2,152,2,994,700.023637,0.054737000000045555,22215.320532710743,145276.50400996368
"192.168.11.9",59054,"192.168.11.1",53,2,338,1,90,1,248,700.366031,0.024242999999955828,29699.294641806373,81838.0563463109
"192.168.11.9",52424,"192.168.11.1",53,2,602,1,90,1,512,700.366032,0.0271900000000187,26480.323648381935,150643.61897746168
"192.168.11.9",60286,"192.168.11.1",53,2,446,1,79,1,367,700.958614,0.02262499999994816,27933.701657522568,129767.9558014023
"192.168.11.9",55082,"224.0.0.252",5355,2,150,2,150,0,0,701.58682,0.4099830000000111,2926.950629660175,0
"192.168.11.9",59908,"224.0.0.252",5355,2,150,2,150,0,0,703.946651,0.4108320000000276,2920.9019745295386,0
"192.168.11.9",63101,"192.168.11.1",53,2,554,1,89,1,465,705.048041,0.023406000000022686,30419.55054256643,158933.60676734147
"192.168.11.9",51923,"224.0.0.252",5355,2,150,2,150,0,0,706.344115,0.41090299999996205,2920.3972713757526,0
"192.168.11.9",49539,"239.255.255.250",1900,4,864,4,864,0,0,708.391543,3.003872000000001,2301.0301371030446,0
"192.168.11.9",50609,"224.0.0.252",5355,2,150,2,150,0,0,708.698941,0.4099700000000439,2927.0434422027747,0
"192.168.11.9",60507,"224.0.0.252",5355,2,150,2,150,0,0,711.056828,0.41070799999999963,2921.7838464310435,0
"192.168.11.9",55214,"224.0.0.252",5355,2,150,2,150,0,0,711.589348,0.4117630000000645,2914.2977878046645,0
"192.168.11.9",55874,"224.0.0.252",5355,3,225,3,225,0,0,711.589918,75.350957,23.888216841094668,0
"192.168.11.9",57667,"192.168.11.1",53,2,429,1,79,1,350,714.988342,0.02338699999995697,27023.56009753978,119724.63334353067
"192.168.11.9",61086,"192.168.11.1",53,4,1011,2,160,2,851,715.061312,1412.076617,0.9064663946630596,4.821268136614148
"192.168.11.9",53387,"192.168.11.1",53,4,1106,2,179,2,927,715.066221,365.31995400000005,3.9198515830317877,20.300013505421603
"192.168.11.9",51660,"192.168.11.1",53,2,607,1,89,1,518,715.564193,0.024164999999925385,29464.10097257184,171487.68880665407
"192.168.11.9",61721,"224.0.0.252",5355,1,75,1,75,0,0,726.721648,0,0,0
"192.168.11.9",64972,"224.0.0.252",5355,1,75,1,75,0,0,726.725348,0,0,0
"192.168.11.9",61721,"192.168.11.3",5355,1,106,0,0,1,106,726.759221,0,0,0
"192.168.11.9",64972,"192.168.11.3",5355,1,106,0,0,1,106,726.760583,0,0,0
"192.168.11.9",64024,"224.0.0.252",5355,1,75,1,75,0,0,729.188285,0,0,0
"192.168.11.9",64025,"192.168.11.3",161,2,286,1,128,1,158,729.189034,0.007742000000007465,132265.564453502,163265.30612229154
"192.168.11.9",53192,"224.0.0.252",5355,2,150,2,150,0,0,729.189931,0.42131099999994603,2848.2522412188473,0
"192.168.11.9",62916,"224.0.0.252",5355,1,75,1,75,0,0,729.201914,0,0,0
"192.168.11.9",62917,"192.168.11.3",161,2,303,1,93,1,210,729.202492,0.01798699999994824,41363.20676055713,93400.78945932254
"192.168.11.9",64024,"192.168.11.3",5355,1,106,0,0,1,106,729.220479,0,0,0
"192.168.11.9",62916,"192.168.11.3",5355,1,106,0,0,1,106,729.315754,0,0,0
"192.168.11.9",62295,"224.0.0.252",5355,2,150,2,150,0,0,730.188529,0.4106419999999389,2922.253447041897,0
"192.168.11.9",52287,"224.0.0.252",5355,2,150,2,150,0,0,731.573332,0.4111089999998967,2918.933908039721,0
"192.168.11.9",55820,"224.0.0.252",5355,2,150,2,150,0,0,732.444064,0.4110089999999218,2919.644095385328,0
"192.168.11.9",50780,"224.0.0.252",5355,2,150,2,150,0,0,733.938398,0.41023599999994076,2925.1455259903405,0
"192.168.11.9",59646,"224.0.0.252",5355,2,150,2,150,0,0,736.292198,0.4104340000000093,2923.734388476522,0
"192.168.11.9",62930,"224.0.0.252",5355,2,150,2,150,0,0,738.64694,0.4106410000000551,2922.26056336274,0
"192.168.11.9",55386,"224.0.0.252",5355,2,150,2,150,0,0,741.003962,0.4122109999999566,2911.1304647380257,0
"192.168.11.9",59349,"192.168.10.7",161,1,88,1,88,0,0,754.751709,0,0,0
"192.168.11.9",59350,"192.168.11.3",161,2,177,1,88,1,89,756.650247,0.006783999999925072,103773.58490680653,104952.83018983842
"192.168.11.9",59351,"192.168.11.3",161,2,179,1,89,1,90,756.657622,0.006283000000053107,113321.66162565364,114594.9387225711
"192.168.11.9",59352,"192.168.11.3",161,2,1156,1,578,1,578,756.664404,0.20677299999999832,22362.68758493632,22362.68758493632
"192.168.11.9",59353,"192.168.10.7",161,1,88,1,88,0,0,756.752228,0,0,0
"192.168.11.9",50992,"224.0.0.252",5355,1,75,1,75,0,0,756.92579,0,0,0
"192.168.11.9",55703,"224.0.0.252",5355,1,75,1,75,0,0,756.930802,0,0,0
"192.168.11.9",50992,"192.168.11.3",5355,1,106,0,0,1,106,756.96852,0,0,0
"192.168.11.9",55703,"192.168.11.3",5355,1,106,0,0,1,106,756.970029,0,0,0
"192.168.11.9",55704,"192.168.10.7",161,1,578,1,578,0,0,758.753203,0,0,0
"192.168.11.9",60145,"224.0.0.252",5355,1,75,1,75,0,0,759.1968,0,0,0
"192.168.11.9",60146,"192.168.11.3",161,2,286,1,128,1,158,759.197658,0.017796999999973195,57537.78726760366,71023.20615844826
"192.168.11.9",54980,"224.0.0.252",5355,2,150,2,150,0,0,759.198338,0.4113199999999324,2917.436545755609,0
"192.168.11.9",55265,"224.0.0.252",5355,1,75,1,75,0,0,759.218711,0,0,0
"192.168.11.9",55266,"192.168.11.3",161,2,303,1,93,1,210,759.219378,0.023409000000015112,31782.647699582198,71767.26899905659
"192.168.11.9",60145,"192.168.11.3",5355,1,106,0,0,1,106,759.327775,0,0,0
"192.168.11.9",55265,"192.168.11.3",5355,1,106,0,0,1,106,759.327775,0,0,0
"192.168.11.9",63502,"224.0.0.252",5355,2,150,2,150,0,0,761.554522,0.41088400000001,2920.5323156900017,0
"192.168.11.9",51477,"192.168.10.7",161,1,578,1,578,0,0,761.754427,0,0,0
"192.168.11.9",63740,"224.0.0.252",5355,2,150,2,150,0,0,763.915632,0.41036800000006224,2924.204616343911,0
"192.168.11.9",56218,"224.0.0.252",5355,2,150,2,150,0,0,764.703494,0.411228000000051,2918.0892351684497,0
"192.168.11.9",57113,"224.0.0.252",5355,2,150,2,150,0,0,766.270419,0.41055500000004486,2922.8726967151024,0
"192.168.11.9",52208,"224.0.0.252",5355,2,150,2,150,0,0,766.958084,0.4107139999999845,2921.7411629504845,0
"192.168.11.9",56693,"224.0.0.252",5355,2,150,2,150,0,0,768.629451,0.41039100000000417,2924.0407318873654,0
"192.168.11.9",56019,"224.0.0.252",5355,2,150,2,150,0,0,770.986387,0.4108339999999089,2920.8877551523638,0
"192.168.11.9",64971,"192.168.11.1",53,2,603,1,91,1,512,772.767886,0.02444300000001931,29783.578120501774,167573.53843622975
"192.168.11.9",63133,"224.0.0.252",5355,2,150,2,150,0,0,773.855759,0.41039499999999407,2924.01223211788,0
"192.168.11.9",60935,"224.0.0.252",5355,2,150,2,150,0,0,773.856316,0.41059500000005755,2922.5879516307596,0
"192.168.11.9",53360,"224.0.0.252",5355,1,75,1,75,0,0,786.945158,0,0,0
"192.168.11.9",55874,"192.168.11.3",5355,1,106,0,0,1,106,786.970498,0,0,0
"192.168.11.9",53360,"192.168.11.3",5355,1,106,0,0,1,106,786.971532,0,0,0
"192.168.11.9",58634,"192.168.11.1",53,2,403,1,91,1,312,788.974616,0.021906000000058157,33232.90422706415,113941.3859213628
"192.168.11.9",65053,"224.0.0.252",5355,1,75,1,75,0,0,789.192218,0,0,0
"192.168.11.9",65251,"224.0.0.252",5355,2,150,2,150,0,0,789.194824,0.4109249999999065,2920.240919876554,0
"192.168.11.9",65252,"192.168.11.3",161,2,286,1,128,1,158,789.200796,0.009681000000000495,105774.19688048215,130565.02427434515
"192.168.11.9",60809,"224.0.0.252",5355,1,75,1,75,0,0,789.213866,0,0,0
"192.168.11.9",60810,"192.168.11.3",161,2,303,1,93,1,210,789.216282,0.0466670000000704,15942.743266095476,35999.74285892527
"192.168.11.9",65053,"192.168.11.3",5355,1,106,0,0,1,106,789.229346,0,0,0
"192.168.11.9",60809,"192.168.11.3",5355,1,106,0,0,1,106,789.325185,0,0,0
"192.168.11.9",60624,"192.168.11.1",53,2,607,1,89,1,518,791.246223,0.023568000000068423,30210.45485395167,175831.636116258
"192.168.11.9",52117,"224.0.0.252",5355,2,150,2,150,0,0,791.548477,0.4098749999999427,2927.721866423099,0
"192.168.11.9",62560,"224.0.0.252",5355,2,150,2,150,0,0,793.903993,0.41313500000001113,2904.6195553510784,0
"192.168.11.9",61835,"224.0.0.252",5355,2,150,2,150,0,0,796.261106,0.4107500000000073,2921.4850882531437,0
"192.168.11.9",60666,"192.168.11.1",53,2,414,1,75,1,339,796.754333,0.0230820000000449,25994.28125807265,117494.15128648837
"192.168.11.9",57838,"224.0.0.252",5355,2,150,2,150,0,0,798.620047,0.4108489999999847,2920.781114229424,0
"192.168.11.9",49285,"224.0.0.252",5355,2,150,2,150,0,0,799.222422,0.4107419999999138,2921.5419898628625,0
"192.168.11.9",59701,"224.0.0.252",5355,2,150,2,150,0,0,800.978066,0.4104169999999385,2923.8554933157734,0
"192.168.11.9",59149,"224.0.0.252",5355,2,150,2,150,0,0,801.477076,0.4116910000000189,2914.8074648217835,0
"192.168.11.9",65095,"192.168.11.1",53,2,473,1,87,1,386,813.757416,0.021715999999969426,32050.101307836612,142199.300055459
"192.168.11.9",65096,"192.168.11.3",161,2,177,1,88,1,89,816.875394,0.004824999999982538,0,0
"192.168.11.9",65097,"192.168.11.3",161,2,179,1,89,1,90,816.881502,0.006150000000047839,115772.35772267666,117073.17073079663
"192.168.11.9",65098,"192.168.11.3",161,2,1156,1,578,1,578,816.890235,0.20669900000007146,22370.693617281173,22370.693617281173
"192.168.11.9",61856,"224.0.0.252",5355,1,75,1,75,0,0,817.150786,0,0,0
"192.168.11.9",61856,"192.168.11.3",5355,1,106,0,0,1,106,817.177961,0,0,0
"192.168.11.9",63283,"224.0.0.252",5355,1,75,1,75,0,0,817.18246,0,0,0
"192.168.11.9",63283,"192.168.11.3",5355,1,106,0,0,1,106,817.277492,0,0,0
"192.168.11.9",49421,"224.0.0.252",5355,1,75,1,75,0,0,819.181502,0,0,0
"192.168.11.9",63222,"224.0.0.252",5355,2,150,2,150,0,0,819.1828,0.4106779999999617,2921.9972825428,0
"192.168.11.9",63223,"192.168.11.3",161,2,286,1,128,1,158,819.185275,0.019623999999907937,52181.00285389339,64410.925397774656
"192.168.11.9",58657,"224.0.0.252",5355,1,75,1,75,0,0,819.208482,0,0,0
"192.168.11.9",58658,"192.168.11.3",161,2,303,1,93,1,210,819.209191,0.023719999999912034,31365.93591917197,70826.30691425929
"192.168.11.9",49421,"192.168.11.3",5355,1,106,0,0,1,106,819.232911,0,0,0
"192.168.11.9",58657,"192.168.11.3",5355,1,106,0,0,1,106,819.335624,0,0,0
"192.168.11.9",51742,"224.0.0.252",5355,2,150,2,150,0,0,821.541821,0.40977299999997285,2928.450629983136,0
"192.168.11.9",63278,"192.168.10.7",161,1,88,1,88,0,0,823.788106,0,0,0
"192.168.11.9",63081,"224.0.0.252",5355,2,150,2,150,0,0,823.902944,0.4105149999999185,2923.15749729057,0
"192.168.11.9",62434,"192.168.10.7",161,1,88,1,88,0,0,825.788696,0,0,0
"192.168.11.9",63952,"224.0.0.252",5355,2,150,2,150,0,0,826.260045,0.4108489999999847,2920.781114229424,0
"192.168.11.9",63580,"192.168.10.7",161,1,578,1,578,0,0,827.789657,0,0,0
"192.168.11.9",63584,"239.255.255.250",1900,4,864,4,864,0,0,828.394199,3.0042740000000094,2300.7222377186563,0
"192.168.11.9",50597,"224.0.0.252",5355,2,150,2,150,0,0,828.618189,0.4103659999999536,2924.218868035207,0
"192.168.11.9",58575,"192.168.10.7",161,1,578,1,578,0,0,830.791176,0,0,0
"192.168.11.9",60478,"224.0.0.252",5355,2,150,2,150,0,0,830.984524,0.4104180000000497,2923.848369223218,0
"192.168.11.9",51646,"224.0.0.252",5355,2,150,2,150,0,0,833.7388,0.4100450000000819,2926.5080661872726,0
"192.168.11.9",53286,"224.0.0.252",5355,2,150,2,150,0,0,836.11424,0.4113270000000284,2917.3868965565525,0
