"client_ip","client_port","server_ip","server_port","packets","bytes","packets_cli_to_srv","bytes_cli_to_srv","packets_srv_to_cli","bytes_srv_to_cli","start_time","duration","bits/s_cli_to_srv","bits/s_srv_to_cli"
"192.168.11.9",59430,"172.217.25.78",443,66,12797,31,6323,35,6474,1023.781022,412.486681,122.6318383841344,125.5604177920111
"192.168.11.9",59519,"52.242.231.33",443,615,515250,220,112029,395,403221,1065.027951,6.060680999999931,147876.45150767878,532245.138788865
"192.168.11.9",59524,"124.40.41.75",80,392,345897,147,16902,245,328995,1066.212389,3.976693999999952,34002.11331321988,661846.2471590802
"192.168.11.9",59527,"52.114.77.34",443,18,8278,10,3396,8,4882,1066.363854,1.13465599999995,23943.82085848151,34421.00513283473
"192.168.11.9",59539,"191.232.139.2",443,45,19798,25,14026,20,5772,1071.313543,8.297716000000037,13522.757346720411,5564.904848514916
"192.168.11.9",59540,"13.59.223.245",443,28,10241,13,3335,15,6906,1072.169491,60.84964499999978,438.45777571915323,907.9428483107863
"192.168.11.9",59543,"216.58.197.162",443,73,16168,33,11543,40,4625,1072.248815,246.57296700000006,374.5098301875079,150.0570011796954
"192.168.11.9",59545,"52.114.77.34",443,22,10457,12,5467,10,4990,1072.556906,1.4547720000000481,30063.817560413972,27440.72610690794
"192.168.11.9",59564,"52.229.175.79",443,21,4848,12,1264,9,3584,1080.088171,0.32698899999991227,30924.58767726961,87684.90683175181
"192.168.11.9",59567,"104.118.90.105",443,20,9042,9,1164,11,7878,1080.387364,0.08360600000014529,111379.56605965861,753821.4960635657
"192.168.11.9",59568,"104.118.90.105",443,20,8530,9,1421,11,7109,1080.639384,0.08037999999987733,141428.21597433876,707539.1888540284
"192.168.11.9",59570,"117.18.232.240",80,1019,1105610,296,17188,723,1088422,1080.758472,30.052897999999914,4575.39901809138,289734.98662258877
"192.168.11.9",59571,"117.18.232.240",80,778,778685,271,16745,507,761940,1080.793602,30.017553000000134,4462.722194577266,203065.18655934322
"192.168.11.9",59572,"52.114.77.34",443,23,11856,13,6509,10,5347,1081.126785,1.4831520000000182,35109.011079106764,28841.278574279288
"192.168.11.9",59578,"52.114.77.34",443,20,9027,11,4091,9,4936,1083.153843,1.1308289999999488,28941.599481443685,34919.51479843706
"192.168.11.9",59599,"216.58.220.142",443,58,14892,26,5018,32,9874,1091.665826,251.13345700000013,159.85126187308438,314.54192103125456
"192.168.11.9",59606,"52.114.77.34",443,18,8535,10,3653,8,4882,1094.389361,1.1876680000000306,24606.203080321477,32884.61085084299
"192.168.11.9",59613,"172.217.31.174",443,117,18168,53,8566,64,9602,1096.789097,488.077994,140.4037896451443,157.38468225223858
"192.168.11.9",59883,"172.217.26.35",443,36,4663,17,2169,19,2494,1148.712546,240.06081199999994,72.28168502570925,83.11227406828901
"192.168.11.9",59974,"172.217.24.138",443,28,7389,14,1631,14,5758,1190.208375,30.233494000000064,431.57433275823075,1523.6082207369052
"192.168.11.9",59975,"52.139.153.205",443,24,8291,13,1502,11,6789,1190.326046,30.11566800000014,398.9949683334251,1803.4466311688568
"192.168.11.9",59978,"64.233.189.108",993,133,109227,47,3340,86,105887,1190.497529,29.94451099999992,892.317126167132,28288.857346844045
"192.168.11.9",59982,"74.125.203.109",465,22,4817,10,900,12,3917,1191.512439,0.9163639999999305,7857.139739230858,34196.01817618586
"192.168.11.9",60231,"143.204.121.5",443,34,3575,17,1955,17,1620,1305.218707,240.02704900000003,65.1593229394742,53.99391466084307
"192.168.11.9",60703,"172.217.26.14",443,39,6993,18,2855,21,4138,1448.614486,240.25847700000008,95.06428362150982,137.78494067453857
"192.168.11.9",60704,"172.217.26.35",443,71,7439,31,3249,40,4190,1448.662399,540.293097,48.10722206950573,62.04040026815297
"192.168.11.9",60745,"172.217.25.202",443,42,11058,19,3333,23,7725,1467.800536,240.28524199999993,110.9681134724038,257.19432240453625
"192.168.11.9",60835,"172.217.161.65",443,39,8806,18,2229,21,6577,1504.999235,240.07846100000006,74.27571772046637,219.16168481269958
"192.168.11.9",60886,"216.58.220.142",443,85,12546,37,5941,48,6605,1528.051938,463.169361,102.61473232466255,114.08353930388759
"192.168.11.9",60887,"172.217.31.131",443,71,21053,34,14099,37,6954,1528.054131,241.54663499999992,466.9574469542912,230.31577318392374
"192.168.11.9",60888,"172.217.161.65",443,135,108273,48,4044,87,104229,1528.236517,240.82451500000002,134.33848294057603,3462.404979825247
"192.168.11.9",60892,"216.58.197.174",443,36,5059,17,2548,19,2511,1529.25475,240.21436799999992,84.85753857987382,83.62530587679088
"192.168.11.9",60920,"172.217.24.142",443,37,5988,18,2923,19,3065,1541.88868,240.06588199999987,97.40659441144582,102.13862876191634
"192.168.11.9",61050,"52.139.153.205",443,22,6568,12,2000,10,4568,1600.259545,0.3300400000000536,48478.97224578051,110725.9726093627
"192.168.11.9",61061,"143.204.121.27",443,33,3556,15,1847,18,1709,1605.279419,240.02649799999995,61.55986994402594,56.960377766291465
"192.168.11.9",61099,"168.62.57.154",443,40,24509,23,18424,17,6085,1621.185679,1.1553040000001147,127578.5420979979,42136.09578084657
"192.168.11.9",61107,"172.217.25.78",443,66,12890,31,6330,35,6560,1623.787761,413.55805699999996,122.44955488800936,126.89874882548838
"192.168.11.9",61261,"99.84.194.193",443,19,7687,9,934,10,6753,1691.903815,1.1349310000000514,6583.660152026565,47601.131698753095
"192.168.11.9",61274,"99.84.194.229",443,19,6760,9,999,10,5761,1698.076264,1.4050869999998667,5687.904023025449,32800.81589254215
"192.168.11.9",61277,"99.84.194.229",443,21,10420,10,1005,11,9415,1698.767106,0.7144599999999173,11253.254205975045,105422.2769644329
"192.168.11.9",61387,"216.58.220.142",443,69,15461,30,8837,39,6624,1749.927001,241.78533599999992,292.39159483187194,219.16961912032588
"192.168.11.9",61461,"168.63.154.101",443,22,12008,11,2791,11,9217,1782.325849,0.306583000000046,72828.56518462097,240509.09541621333
"192.168.11.9",61764,"23.67.72.40",80,10,1113,6,617,4,496,1842.515149,60.099911999999904,82.12990395060825,66.02339118233661
"192.168.11.9",61765,"104.18.21.226",80,10,1199,6,547,4,652,1842.580232,60.02443799999992,72.9036396808914,86.89793980245192
"192.168.11.9",61792,"3.235.72.255",443,19,8468,9,2832,10,5636,1854.554187,65.74328700000001,344.6131313756794,685.8190707744807
"192.168.11.9",61897,"168.63.154.101",443,23,12382,12,2979,11,9403,1902.051643,0.31329200000004676,76069.60918247655,240108.26960148607
"192.168.11.9",61900,"168.63.154.101",443,19,9240,10,1348,9,7892,1902.307852,0.2943150000000969,36641.01387967466,214518.45811453447
"192.168.11.9",61907,"143.204.121.37",443,25,3015,13,1739,12,1276,1905.339964,225.11381800000004,61.799849176739556,45.34595028724535
"192.168.11.9",62026,"52.113.194.132",443,25,3952,12,2376,13,1576,1957.802789,125.7439109999998,151.16437725561144,100.26728053655036
"192.168.11.9",62123,"216.58.220.142",443,32,7360,15,3332,17,4028,1998.344313,135.2872910000001,197.03255052982013,238.18940982416433
"192.168.11.9",62237,"172.217.26.35",443,22,3798,10,1786,12,2012,2048.708264,45.07869900000014,316.9567959359243,357.06443080799534
"192.168.11.9",62255,"40.74.219.49",443,21,11475,11,4181,10,7294,2057.27596,45.74661100000003,731.1579867632157,1275.5480400504414
"192.168.11.9",62407,"13.59.223.76",443,21,11596,10,3142,11,8454,2127.138778,0.729577000000063,34452.84048153633,92700.29071639341
"192.168.11.9",62418,"3.21.213.80",443,22,11449,10,2956,12,8493,2132.045174,0.7297060000000783,32407.57236475712,93111.47229157045
