#x, cPDF(x)
54,	9.998363e-01
54,	9.996726e-01
54,	9.995088e-01
54,	9.993451e-01
54,	9.991814e-01
54,	9.990177e-01
54,	9.988540e-01
74,	9.986902e-01
74,	9.985265e-01
74,	9.983628e-01
74,	9.981991e-01
74,	9.980354e-01
75,	9.978716e-01
75,	9.977079e-01
75,	9.975442e-01
75,	9.973805e-01
75,	9.972168e-01
75,	9.970530e-01
75,	9.968893e-01
87,	9.967256e-01
87,	9.965619e-01
87,	9.963982e-01
87,	9.962344e-01
87,	9.960707e-01
95,	9.959070e-01
95,	9.957433e-01
95,	9.955796e-01
95,	9.954158e-01
95,	9.952521e-01
95,	9.950884e-01
95,	9.949247e-01
109,	9.947610e-01
120,	9.945972e-01
120,	9.944335e-01
120,	9.942698e-01
120,	9.941061e-01
120,	9.939424e-01
120,	9.937787e-01
120,	9.936149e-01
126,	9.934512e-01
126,	9.932875e-01
126,	9.931238e-01
126,	9.929601e-01
126,	9.927963e-01
126,	9.926326e-01
126,	9.924689e-01
162,	9.923052e-01
167,	9.921415e-01
167,	9.919777e-01
167,	9.918140e-01
167,	9.916503e-01
167,	9.914866e-01
167,	9.913229e-01
167,	9.911591e-01
167,	9.909954e-01
167,	9.908317e-01
167,	9.906680e-01
167,	9.905043e-01
167,	9.903405e-01
167,	9.901768e-01
167,	9.900131e-01
167,	9.898494e-01
167,	9.896857e-01
167,	9.895219e-01
167,	9.893582e-01
167,	9.891945e-01
167,	9.890308e-01
167,	9.888671e-01
167,	9.887033e-01
167,	9.885396e-01
167,	9.883759e-01
167,	9.882122e-01
167,	9.880485e-01
167,	9.878847e-01
167,	9.877210e-01
167,	9.875573e-01
167,	9.873936e-01
167,	9.872299e-01
167,	9.870661e-01
167,	9.869024e-01
167,	9.867387e-01
167,	9.865750e-01
167,	9.864113e-01
167,	9.862475e-01
167,	9.860838e-01
167,	9.859201e-01
167,	9.857564e-01
167,	9.855927e-01
167,	9.854289e-01
167,	9.852652e-01
167,	9.851015e-01
167,	9.849378e-01
167,	9.847741e-01
167,	9.846103e-01
167,	9.844466e-01
167,	9.842829e-01
167,	9.841192e-01
167,	9.839555e-01
167,	9.837917e-01
167,	9.836280e-01
167,	9.834643e-01
167,	9.833006e-01
167,	9.831369e-01
167,	9.829731e-01
167,	9.828094e-01
167,	9.826457e-01
167,	9.824820e-01
167,	9.823183e-01
167,	9.821546e-01
167,	9.819908e-01
167,	9.818271e-01
167,	9.816634e-01
167,	9.814997e-01
167,	9.813360e-01
167,	9.811722e-01
167,	9.810085e-01
167,	9.808448e-01
181,	9.806811e-01
190,	9.805174e-01
192,	9.803536e-01
192,	9.801899e-01
194,	9.800262e-01
196,	9.798625e-01
196,	9.796988e-01
196,	9.795350e-01
196,	9.793713e-01
196,	9.792076e-01
196,	9.790439e-01
196,	9.788802e-01
196,	9.787164e-01
196,	9.785527e-01
196,	9.783890e-01
196,	9.782253e-01
196,	9.780616e-01
196,	9.778978e-01
198,	9.777341e-01
198,	9.775704e-01
198,	9.774067e-01
198,	9.772430e-01
199,	9.770792e-01
199,	9.769155e-01
199,	9.767518e-01
199,	9.765881e-01
199,	9.764244e-01
199,	9.762606e-01
199,	9.760969e-01
204,	9.759332e-01
204,	9.757695e-01
204,	9.756058e-01
204,	9.754420e-01
204,	9.752783e-01
204,	9.751146e-01
204,	9.749509e-01
204,	9.747872e-01
204,	9.746234e-01
204,	9.744597e-01
204,	9.742960e-01
204,	9.741323e-01
204,	9.739686e-01
204,	9.738048e-01
204,	9.736411e-01
204,	9.734774e-01
204,	9.733137e-01
204,	9.731500e-01
204,	9.729862e-01
204,	9.728225e-01
204,	9.726588e-01
206,	9.724951e-01
206,	9.723314e-01
206,	9.721676e-01
206,	9.720039e-01
206,	9.718402e-01
206,	9.716765e-01
206,	9.715128e-01
206,	9.713491e-01
206,	9.711853e-01
206,	9.710216e-01
206,	9.708579e-01
206,	9.706942e-01
206,	9.705305e-01
206,	9.703667e-01
206,	9.702030e-01
206,	9.700393e-01
206,	9.698756e-01
206,	9.697119e-01
206,	9.695481e-01
206,	9.693844e-01
206,	9.692207e-01
206,	9.690570e-01
206,	9.688933e-01
206,	9.687295e-01
206,	9.685658e-01
206,	9.684021e-01
206,	9.682384e-01
206,	9.680747e-01
206,	9.679109e-01
206,	9.677472e-01
206,	9.675835e-01
206,	9.674198e-01
206,	9.672561e-01
206,	9.670923e-01
206,	9.669286e-01
206,	9.667649e-01
206,	9.666012e-01
206,	9.664375e-01
206,	9.662737e-01
206,	9.661100e-01
206,	9.659463e-01
206,	9.657826e-01
206,	9.656189e-01
206,	9.654551e-01
206,	9.652914e-01
206,	9.651277e-01
206,	9.649640e-01
206,	9.648003e-01
206,	9.646365e-01
206,	9.644728e-01
206,	9.643091e-01
207,	9.641454e-01
207,	9.639817e-01
207,	9.638179e-01
208,	9.636542e-01
208,	9.634905e-01
208,	9.633268e-01
208,	9.631631e-01
208,	9.629993e-01
208,	9.628356e-01
208,	9.626719e-01
208,	9.625082e-01
208,	9.623445e-01
208,	9.621807e-01
208,	9.620170e-01
208,	9.618533e-01
208,	9.616896e-01
208,	9.615259e-01
208,	9.613621e-01
208,	9.611984e-01
208,	9.610347e-01
208,	9.608710e-01
208,	9.607073e-01
208,	9.605435e-01
208,	9.603798e-01
208,	9.602161e-01
208,	9.600524e-01
208,	9.598887e-01
208,	9.597250e-01
208,	9.595612e-01
210,	9.593975e-01
210,	9.592338e-01
210,	9.590701e-01
210,	9.589064e-01
210,	9.587426e-01
210,	9.585789e-01
210,	9.584152e-01
210,	9.582515e-01
210,	9.580878e-01
210,	9.579240e-01
210,	9.577603e-01
210,	9.575966e-01
210,	9.574329e-01
210,	9.572692e-01
210,	9.571054e-01
210,	9.569417e-01
210,	9.567780e-01
210,	9.566143e-01
210,	9.564506e-01
210,	9.562868e-01
212,	9.561231e-01
212,	9.559594e-01
212,	9.557957e-01
212,	9.556320e-01
212,	9.554682e-01
212,	9.553045e-01
214,	9.551408e-01
214,	9.549771e-01
214,	9.548134e-01
214,	9.546496e-01
214,	9.544859e-01
214,	9.543222e-01
214,	9.541585e-01
214,	9.539948e-01
214,	9.538310e-01
214,	9.536673e-01
214,	9.535036e-01
214,	9.533399e-01
214,	9.531762e-01
214,	9.530124e-01
215,	9.528487e-01
215,	9.526850e-01
215,	9.525213e-01
215,	9.523576e-01
215,	9.521938e-01
215,	9.520301e-01
215,	9.518664e-01
216,	9.517027e-01
216,	9.515390e-01
216,	9.513752e-01
216,	9.512115e-01
216,	9.510478e-01
216,	9.508841e-01
216,	9.507204e-01
216,	9.505566e-01
216,	9.503929e-01
216,	9.502292e-01
216,	9.500655e-01
216,	9.499018e-01
216,	9.497380e-01
216,	9.495743e-01
216,	9.494106e-01
216,	9.492469e-01
216,	9.490832e-01
216,	9.489194e-01
216,	9.487557e-01
216,	9.485920e-01
216,	9.484283e-01
216,	9.482646e-01
216,	9.481009e-01
216,	9.479371e-01
217,	9.477734e-01
218,	9.476097e-01
218,	9.474460e-01
218,	9.472823e-01
218,	9.471185e-01
218,	9.469548e-01
218,	9.467911e-01
218,	9.466274e-01
218,	9.464637e-01
218,	9.462999e-01
218,	9.461362e-01
218,	9.459725e-01
218,	9.458088e-01
218,	9.456451e-01
218,	9.454813e-01
218,	9.453176e-01
218,	9.451539e-01
218,	9.449902e-01
218,	9.448265e-01
218,	9.446627e-01
218,	9.444990e-01
218,	9.443353e-01
218,	9.441716e-01
218,	9.440079e-01
218,	9.438441e-01
218,	9.436804e-01
218,	9.435167e-01
218,	9.433530e-01
218,	9.431893e-01
218,	9.430255e-01
218,	9.428618e-01
218,	9.426981e-01
218,	9.425344e-01
218,	9.423707e-01
218,	9.422069e-01
218,	9.420432e-01
218,	9.418795e-01
218,	9.417158e-01
218,	9.415521e-01
218,	9.413883e-01
218,	9.412246e-01
218,	9.410609e-01
218,	9.408972e-01
218,	9.407335e-01
218,	9.405697e-01
218,	9.404060e-01
218,	9.402423e-01
218,	9.400786e-01
218,	9.399149e-01
218,	9.397511e-01
218,	9.395874e-01
218,	9.394237e-01
218,	9.392600e-01
218,	9.390963e-01
218,	9.389325e-01
218,	9.387688e-01
218,	9.386051e-01
219,	9.384414e-01
219,	9.382777e-01
219,	9.381139e-01
219,	9.379502e-01
219,	9.377865e-01
220,	9.376228e-01
220,	9.374591e-01
220,	9.372954e-01
220,	9.371316e-01
220,	9.369679e-01
220,	9.368042e-01
220,	9.366405e-01
220,	9.364768e-01
220,	9.363130e-01
220,	9.361493e-01
220,	9.359856e-01
220,	9.358219e-01
220,	9.356582e-01
220,	9.354944e-01
220,	9.353307e-01
220,	9.351670e-01
220,	9.350033e-01
220,	9.348396e-01
222,	9.346758e-01
222,	9.345121e-01
222,	9.343484e-01
222,	9.341847e-01
222,	9.340210e-01
222,	9.338572e-01
222,	9.336935e-01
222,	9.335298e-01
222,	9.333661e-01
222,	9.332024e-01
222,	9.330386e-01
223,	9.328749e-01
224,	9.327112e-01
224,	9.325475e-01
224,	9.323838e-01
224,	9.322200e-01
224,	9.320563e-01
224,	9.318926e-01
224,	9.317289e-01
224,	9.315652e-01
224,	9.314014e-01
224,	9.312377e-01
224,	9.310740e-01
224,	9.309103e-01
224,	9.307466e-01
224,	9.305828e-01
225,	9.304191e-01
225,	9.302554e-01
225,	9.300917e-01
226,	9.299280e-01
226,	9.297642e-01
226,	9.296005e-01
226,	9.294368e-01
226,	9.292731e-01
226,	9.291094e-01
226,	9.289456e-01
226,	9.287819e-01
226,	9.286182e-01
226,	9.284545e-01
226,	9.282908e-01
226,	9.281270e-01
226,	9.279633e-01
227,	9.277996e-01
227,	9.276359e-01
228,	9.274722e-01
228,	9.273084e-01
228,	9.271447e-01
228,	9.269810e-01
228,	9.268173e-01
228,	9.266536e-01
229,	9.264898e-01
230,	9.263261e-01
230,	9.261624e-01
230,	9.259987e-01
230,	9.258350e-01
230,	9.256713e-01
230,	9.255075e-01
230,	9.253438e-01
230,	9.251801e-01
230,	9.250164e-01
230,	9.248527e-01
230,	9.246889e-01
230,	9.245252e-01
230,	9.243615e-01
230,	9.241978e-01
230,	9.240341e-01
230,	9.238703e-01
230,	9.237066e-01
230,	9.235429e-01
230,	9.233792e-01
230,	9.232155e-01
230,	9.230517e-01
231,	9.228880e-01
231,	9.227243e-01
232,	9.225606e-01
232,	9.223969e-01
232,	9.222331e-01
232,	9.220694e-01
232,	9.219057e-01
232,	9.217420e-01
232,	9.215783e-01
232,	9.214145e-01
233,	9.212508e-01
233,	9.210871e-01
234,	9.209234e-01
234,	9.207597e-01
234,	9.205959e-01
234,	9.204322e-01
234,	9.202685e-01
234,	9.201048e-01
234,	9.199411e-01
234,	9.197773e-01
234,	9.196136e-01
234,	9.194499e-01
234,	9.192862e-01
235,	9.191225e-01
235,	9.189587e-01
235,	9.187950e-01
235,	9.186313e-01
235,	9.184676e-01
235,	9.183039e-01
235,	9.181401e-01
235,	9.179764e-01
236,	9.178127e-01
236,	9.176490e-01
236,	9.174853e-01
236,	9.173215e-01
236,	9.171578e-01
236,	9.169941e-01
236,	9.168304e-01
236,	9.166667e-01
236,	9.165029e-01
236,	9.163392e-01
237,	9.161755e-01
237,	9.160118e-01
237,	9.158481e-01
237,	9.156843e-01
237,	9.155206e-01
237,	9.153569e-01
237,	9.151932e-01
237,	9.150295e-01
237,	9.148657e-01
237,	9.147020e-01
237,	9.145383e-01
237,	9.143746e-01
237,	9.142109e-01
237,	9.140472e-01
237,	9.138834e-01
237,	9.137197e-01
238,	9.135560e-01
238,	9.133923e-01
238,	9.132286e-01
238,	9.130648e-01
238,	9.129011e-01
238,	9.127374e-01
238,	9.125737e-01
238,	9.124100e-01
238,	9.122462e-01
238,	9.120825e-01
238,	9.119188e-01
238,	9.117551e-01
238,	9.115914e-01
238,	9.114276e-01
238,	9.112639e-01
238,	9.111002e-01
238,	9.109365e-01
238,	9.107728e-01
238,	9.106090e-01
238,	9.104453e-01
238,	9.102816e-01
238,	9.101179e-01
238,	9.099542e-01
238,	9.097904e-01
238,	9.096267e-01
238,	9.094630e-01
238,	9.092993e-01
238,	9.091356e-01
238,	9.089718e-01
238,	9.088081e-01
238,	9.086444e-01
238,	9.084807e-01
238,	9.083170e-01
238,	9.081532e-01
238,	9.079895e-01
238,	9.078258e-01
238,	9.076621e-01
238,	9.074984e-01
238,	9.073346e-01
238,	9.071709e-01
238,	9.070072e-01
238,	9.068435e-01
238,	9.066798e-01
238,	9.065160e-01
238,	9.063523e-01
238,	9.061886e-01
238,	9.060249e-01
239,	9.058612e-01
239,	9.056974e-01
239,	9.055337e-01
240,	9.053700e-01
240,	9.052063e-01
240,	9.050426e-01
240,	9.048788e-01
240,	9.047151e-01
240,	9.045514e-01
240,	9.043877e-01
240,	9.042240e-01
240,	9.040602e-01
240,	9.038965e-01
241,	9.037328e-01
241,	9.035691e-01
241,	9.034054e-01
241,	9.032417e-01
241,	9.030779e-01
241,	9.029142e-01
241,	9.027505e-01
